TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;yearpurchase;monthpurchase;daypurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
54,98;0;21446;Canada;CA;North America;13497;IN;2003-11-10 00:00:00.000;2003;11;10;1943-10-16 00:00:00.000;78;M;50001-75000;M;3;Graduate Degree;Management;0;2
21,98;0;21447;Canada;CA;North America;18627;IN;2004-01-11 00:00:00.000;2004;1;11;1943-02-26 00:00:00.000;78;M;50001-75000;M;5;Bachelors ;Management;1;2
14,98;0;21449;Southwest;US;North America;4337;IN;2003-11-20 00:00:00.000;2003;11;20;1943-01-22 00:00:00.000;78;M;75001-100000;M;5;Bachelors ;Management;1;2
59,98;0;21450;Canada;CA;North America;5964;IN;2004-05-01 00:00:00.000;2004;5;1;1944-02-07 00:00:00.000;77;M;25001-50000;M;4;High School;Professional;0;2
23,97;0;21451;Southwest;US;North America;7225;IN;2003-12-26 00:00:00.000;2003;12;26;1944-10-28 00:00:00.000;77;M;25001-50000;F;4;High School;Professional;1;2
49,97;0;21452;Northwest;US;North America;15184;IN;2003-12-31 00:00:00.000;2003;12;31;1944-05-21 00:00:00.000;77;M;25001-50000;M;4;High School;Professional;1;2
36,96;0;21453;Canada;CA;North America;9095;IN;2003-09-09 00:00:00.000;2003;9;9;1944-02-21 00:00:00.000;77;M;50001-75000;M;4;Bachelors ;Management;1;2
9,99;0;21454;Southwest;US;North America;5297;IN;2004-05-01 00:00:00.000;2004;5;1;1944-02-07 00:00:00.000;77;M;50001-75000;M;4;Bachelors ;Management;1;2
14,98;0;21455;Northwest;US;North America;6032;IN;2003-11-13 00:00:00.000;2003;11;13;1945-12-18 00:00:00.000;76;M;25001-50000;M;4;High School;Professional;0;2
103,96;0;21456;Northwest;US;North America;13475;IN;2003-11-08 00:00:00.000;2003;11;8;1945-02-26 00:00:00.000;76;M;25001-50000;M;4;High School;Professional;0;2
69,97;0;21457;Southwest;US;North America;14671;IN;2004-03-30 00:00:00.000;2004;3;30;1945-09-24 00:00:00.000;76;M;25001-50000;M;5;High School;Professional;0;2
49,97;0;21458;Southwest;US;North America;13233;IN;2003-12-17 00:00:00.000;2003;12;17;1945-05-12 00:00:00.000;76;M;25001-50000;M;5;High School;Professional;0;2
14,98;0;21459;Southwest;US;North America;5458;IN;2003-08-19 00:00:00.000;2003;8;19;1945-09-24 00:00:00.000;76;M;50001-75000;M;4;Bachelors ;Management;0;2
14,98;0;21460;Southwest;US;North America;16436;IN;2004-01-23 00:00:00.000;2004;1;23;1945-08-07 00:00:00.000;76;M;50001-75000;M;4;Bachelors ;Management;1;2
141,98;0;21461;Canada;CA;North America;12684;IN;2004-05-02 00:00:00.000;2004;5;2;1945-06-02 00:00:00.000;76;M;50001-75000;F;5;Bachelors ;Management;1;2
49,97;0;21462;Southwest;US;North America;9914;IN;2004-06-20 00:00:00.000;2004;6;20;1945-09-02 00:00:00.000;76;S;50001-75000;F;5;Bachelors ;Management;0;2
23,97;0;21463;Southwest;US;North America;15933;IN;2004-02-08 00:00:00.000;2004;2;8;1945-10-25 00:00:00.000;76;M;50001-75000;M;5;Bachelors ;Management;1;2
76,97;0;21464;Canada;CA;North America;13577;IN;2004-05-24 00:00:00.000;2004;5;24;1945-04-09 00:00:00.000;76;M;50001-75000;M;5;Bachelors ;Management;1;2
23,97;0;21467;Northwest;US;North America;18041;IN;2004-03-21 00:00:00.000;2004;3;21;1946-08-03 00:00:00.000;75;M;50001-75000;M;4;Bachelors ;Management;1;2
64,98;0;21468;Southwest;US;North America;6528;IN;2004-03-16 00:00:00.000;2004;3;16;1946-08-27 00:00:00.000;75;M;50001-75000;M;4;Bachelors ;Management;1;2
31,97;0;21471;Canada;CA;North America;4665;IN;2003-10-06 00:00:00.000;2003;10;6;1947-05-01 00:00:00.000;74;M;50001-75000;M;2;Partial College;Professional;1;1
49,97;0;21472;Southwest;US;North America;14906;IN;2003-09-06 00:00:00.000;2003;9;6;1947-11-19 00:00:00.000;74;M;50001-75000;M;2;Partial College;Professional;1;1
78,48;0;21473;Northwest;US;North America;18633;IN;2004-03-19 00:00:00.000;2004;3;19;1948-10-11 00:00:00.000;73;M;25001-50000;F;2;High School;Professional;1;2
44,98;0;21474;Northwest;US;North America;14520;IN;2003-08-28 00:00:00.000;2003;8;28;1948-10-22 00:00:00.000;73;M;50001-75000;M;2;Partial College;Professional;1;1
23,97;0;21477;Southwest;US;North America;8406;IN;2003-12-23 00:00:00.000;2003;12;23;1948-06-10 00:00:00.000;73;M;50001-75000;F;2;Bachelors ;Management;1;0
39,98;0;21480;Canada;CA;North America;2777;IN;2004-06-28 00:00:00.000;2004;6;28;1949-03-09 00:00:00.000;72;M;25001-50000;M;2;High School;Professional;0;2
9,99;0;21481;Northwest;US;North America;5665;IN;2004-03-10 00:00:00.000;2004;3;10;1949-05-09 00:00:00.000;72;M;50001-75000;M;2;Partial College;Professional;1;2
7,28;0;21489;Canada;CA;North America;6856;IN;2004-03-11 00:00:00.000;2004;3;11;1950-08-20 00:00:00.000;71;M;25001-50000;M;2;Partial High School;Skilled Manual;0;2
7,28;0;21490;Canada;CA;North America;14290;IN;2004-05-26 00:00:00.000;2004;5;26;1950-11-06 00:00:00.000;71;M;25001-50000;M;2;Partial High School;Skilled Manual;1;2
14,98;0;21492;Southwest;US;North America;6192;IN;2003-12-02 00:00:00.000;2003;12;2;1950-10-23 00:00:00.000;71;S;50001-75000;M;2;Partial College;Professional;1;1
68,97;0;21493;Southwest;US;North America;13240;IN;2004-06-15 00:00:00.000;2004;6;15;1950-12-20 00:00:00.000;71;S;75001-100000;M;3;Bachelors ;Management;1;1
7,28;0;21494;Canada;CA;North America;12731;IN;2004-02-12 00:00:00.000;2004;2;12;1951-09-09 00:00:00.000;70;S;50001-75000;F;2;High School;Professional;1;2
23,97;0;21495;Northwest;US;North America;6365;IN;2004-06-30 00:00:00.000;2004;6;30;1951-08-02 00:00:00.000;70;M;50001-75000;M;2;High School;Professional;1;2
14,98;0;21496;Southwest;US;North America;16618;IN;2003-08-27 00:00:00.000;2003;8;27;1951-11-11 00:00:00.000;70;M;50001-75000;F;2;Partial College;Professional;1;2
89,46;0;21497;Southwest;US;North America;14783;IN;2004-06-10 00:00:00.000;2004;6;10;1951-01-15 00:00:00.000;70;M;50001-75000;M;2;Partial College;Professional;1;2
134,98;0;21498;Southwest;US;North America;17650;IN;2004-05-17 00:00:00.000;2004;5;17;1951-05-06 00:00:00.000;70;M;50001-75000;M;2;Partial College;Professional;1;2
99,96;0;21499;Southwest;US;North America;8282;IN;2004-05-06 00:00:00.000;2004;5;6;1951-10-24 00:00:00.000;70;M;50001-75000;F;4;Partial College;Professional;1;1
22,93;0;21500;Northwest;US;North America;13704;IN;2003-08-22 00:00:00.000;2003;8;22;1952-02-17 00:00:00.000;69;M;50001-75000;M;2;Partial High School;Skilled Manual;1;2
49,97;0;21502;Southwest;US;North America;11196;IN;2004-04-16 00:00:00.000;2004;4;16;1952-11-25 00:00:00.000;69;S;50001-75000;F;2;High School;Professional;1;2
49,97;0;21503;Northwest;US;North America;8127;IN;2004-05-23 00:00:00.000;2004;5;23;1952-06-26 00:00:00.000;69;M;50001-75000;F;2;High School;Professional;1;2
24,99;0;21507;United Kingdom;GB;Europe;17879;IN;2003-08-08 00:00:00.000;2003;8;8;1957-01-15 00:00:00.000;64;M;greater than 100000;M;1;Partial College;Professional;0;3
128,95;0;21510;Germany;DE;Europe;13036;IN;2003-10-04 00:00:00.000;2003;10;4;1954-12-20 00:00:00.000;67;M;75001-100000;F;3;Partial College;Professional;0;1
32,27;0;21511;United Kingdom;GB;Europe;14265;IN;2004-01-17 00:00:00.000;2004;1;17;1954-02-06 00:00:00.000;67;M;75001-100000;M;4;Partial College;Professional;1;1
24,99;0;21512;United Kingdom;GB;Europe;19579;IN;2004-03-27 00:00:00.000;2004;3;27;1954-11-23 00:00:00.000;67;M;75001-100000;F;4;Partial College;Professional;0;1
119,96;0;21513;France;FR;Europe;17609;IN;2004-02-21 00:00:00.000;2004;2;21;1944-04-26 00:00:00.000;77;M;50001-75000;F;5;High School;Professional;1;2
69,97;0;21514;Germany;DE;Europe;17374;IN;2003-12-02 00:00:00.000;2003;12;2;1944-03-11 00:00:00.000;77;M;greater than 100000;F;3;Bachelors ;Management;1;4
49,48;0;21515;United Kingdom;GB;Europe;11593;IN;2003-12-08 00:00:00.000;2003;12;8;1944-02-14 00:00:00.000;77;M;greater than 100000;F;3;Bachelors ;Management;1;3
144,45;0;21518;France;FR;Europe;11204;IN;2004-01-21 00:00:00.000;2004;1;21;1945-11-18 00:00:00.000;76;M;50001-75000;M;5;High School;Professional;1;2
69,97;0;21519;Germany;DE;Europe;8551;IN;2003-12-13 00:00:00.000;2003;12;13;1945-04-08 00:00:00.000;76;S;75001-100000;M;2;Bachelors ;Management;1;4
32,27;0;21520;United Kingdom;GB;Europe;4352;IN;2004-05-03 00:00:00.000;2004;5;3;1945-07-17 00:00:00.000;76;M;greater than 100000;M;3;Bachelors ;Management;1;4
42,93;0;21521;France;FR;Europe;13978;IN;2004-02-17 00:00:00.000;2004;2;17;1946-02-08 00:00:00.000;75;S;75001-100000;F;5;Partial College;Professional;0;2
123,96;0;21522;France;FR;Europe;20741;IN;2004-01-03 00:00:00.000;2004;1;3;1946-07-11 00:00:00.000;75;S;75001-100000;F;5;Partial College;Professional;0;2
38,98;0;21523;Germany;DE;Europe;16827;IN;2004-07-31 00:00:00.000;2004;7;31;1946-08-25 00:00:00.000;75;M;greater than 100000;M;4;Bachelors ;Management;1;0
114,96;0;21524;United Kingdom;GB;Europe;7808;IN;2004-07-31 00:00:00.000;2004;7;31;1953-02-11 00:00:00.000;68;S;75001-100000;F;4;Partial College;Professional;1;1
32,27;0;21525;United Kingdom;GB;Europe;19402;IN;2003-08-20 00:00:00.000;2003;8;20;1953-08-13 00:00:00.000;68;M;75001-100000;F;4;Partial College;Professional;1;2
29,99;0;21526;Germany;DE;Europe;14481;IN;2004-02-23 00:00:00.000;2004;2;23;1953-11-07 00:00:00.000;68;S;75001-100000;M;4;Partial College;Professional;1;2
34,98;0;21528;Germany;DE;Europe;10323;IN;2004-05-30 00:00:00.000;2004;5;30;1954-05-06 00:00:00.000;67;M;greater than 100000;M;3;Partial College;Professional;1;4
29,99;0;21529;France;FR;Europe;10714;IN;2004-05-27 00:00:00.000;2004;5;27;1953-03-04 00:00:00.000;68;S;75001-100000;F;3;Bachelors ;Management;1;3
128,95;0;21530;France;FR;Europe;3349;IN;2004-02-09 00:00:00.000;2004;2;9;1953-02-03 00:00:00.000;68;M;75001-100000;F;3;Bachelors ;Management;0;4
56,96;0;21531;France;FR;Europe;10479;IN;2004-07-25 00:00:00.000;2004;7;25;1953-02-10 00:00:00.000;68;M;75001-100000;F;3;Bachelors ;Management;1;4
40,22;0;21533;United Kingdom;GB;Europe;9237;IN;2004-01-05 00:00:00.000;2004;1;5;1953-06-24 00:00:00.000;68;M;greater than 100000;M;0;Partial College;Professional;1;2
69,97;0;21535;France;FR;Europe;2832;IN;2004-05-16 00:00:00.000;2004;5;16;1951-07-27 00:00:00.000;70;S;75001-100000;M;4;High School;Professional;1;2
78,96;0;21536;Germany;DE;Europe;15771;IN;2004-03-21 00:00:00.000;2004;3;21;1951-02-19 00:00:00.000;70;M;75001-100000;M;4;High School;Professional;1;2
34,98;0;21539;France;FR;Europe;20168;IN;2004-03-30 00:00:00.000;2004;3;30;1950-03-26 00:00:00.000;71;M;75001-100000;M;3;Partial College;Management;1;4
149,98;0;21541;United Kingdom;GB;Europe;6040;IN;2004-03-09 00:00:00.000;2004;3;9;1950-03-26 00:00:00.000;71;M;greater than 100000;F;2;Partial College;Management;0;3
37,27;0;21543;France;FR;Europe;17377;IN;2004-01-29 00:00:00.000;2004;1;29;1949-02-02 00:00:00.000;72;M;75001-100000;F;5;High School;Management;1;3
29,98;0;21544;United Kingdom;GB;Europe;19025;IN;2004-05-10 00:00:00.000;2004;5;10;1949-04-26 00:00:00.000;72;M;greater than 100000;M;4;High School;Management;1;4
4,99;0;21546;Germany;DE;Europe;19344;IN;2004-04-02 00:00:00.000;2004;4;2;1948-05-25 00:00:00.000;73;M;75001-100000;M;4;Partial High School;Skilled Manual;1;4
72,96;0;21547;United Kingdom;GB;Europe;9404;IN;2004-03-02 00:00:00.000;2004;3;2;1948-05-13 00:00:00.000;73;S;greater than 100000;M;4;High School;Management;1;3
36,93;0;21548;United Kingdom;GB;Europe;11416;IN;2004-03-22 00:00:00.000;2004;3;22;1948-09-02 00:00:00.000;73;M;greater than 100000;F;5;High School;Management;1;4
98,96;0;21549;Germany;DE;Europe;7691;IN;2003-09-05 00:00:00.000;2003;9;5;1947-03-23 00:00:00.000;74;S;75001-100000;M;3;High School;Management;1;4
58,98;0;21550;Germany;DE;Europe;16540;IN;2004-02-10 00:00:00.000;2004;2;10;1947-08-26 00:00:00.000;74;M;75001-100000;F;3;High School;Management;0;4
29,99;0;21551;Australia;AU;Pacific;5905;IN;2004-02-03 00:00:00.000;2004;2;3;1975-08-20 00:00:00.000;46;S;50001-75000;M;0;Bachelors ;Professional;0;3
74,98;0;21554;Australia;AU;Pacific;16149;IN;2004-02-26 00:00:00.000;2004;2;26;1973-07-24 00:00:00.000;48;S;75001-100000;F;0;Bachelors ;Professional;0;3
39,99;0;21563;Australia;AU;Pacific;7557;IN;2003-09-02 00:00:00.000;2003;9;2;1971-12-25 00:00:00.000;50;S;75001-100000;F;0;Bachelors ;Professional;1;4
74,98;0;21564;Australia;AU;Pacific;2475;IN;2003-11-11 00:00:00.000;2003;11;11;1971-08-01 00:00:00.000;50;S;75001-100000;F;0;Bachelors ;Professional;1;4
48,98;0;21565;Australia;AU;Pacific;8681;IN;2003-08-21 00:00:00.000;2003;8;21;1972-11-11 00:00:00.000;49;M;greater than 100000;F;0;High School;Management;1;3
42,28;0;21566;Australia;AU;Pacific;8030;IN;2003-08-28 00:00:00.000;2003;8;28;1972-01-15 00:00:00.000;49;M;greater than 100000;M;0;High School;Management;1;3
61,97;0;21573;Australia;AU;Pacific;15639;IN;2004-02-10 00:00:00.000;2004;2;10;1969-08-03 00:00:00.000;52;S;greater than 100000;M;0;Bachelors ;Management;1;4
124,45;0;21574;Northwest;US;North America;3871;IN;2003-08-16 00:00:00.000;2003;8;16;1964-07-18 00:00:00.000;57;M;75001-100000;M;5;Partial College;Professional;1;1
39,98;0;21577;Canada;CA;North America;2675;IN;2004-06-05 00:00:00.000;2004;6;5;1934-03-11 00:00:00.000;87;M;25001-50000;F;2;Graduate Degree;Management;1;2
17,27;0;21578;Northwest;US;North America;16727;IN;2004-02-27 00:00:00.000;2004;2;27;1934-04-21 00:00:00.000;87;M;50001-75000;M;2;Graduate Degree;Management;1;2
14,98;0;21579;Northwest;US;North America;3771;IN;2003-12-05 00:00:00.000;2003;12;5;1934-11-04 00:00:00.000;87;M;50001-75000;M;2;Graduate Degree;Management;1;2
44,91;0;21580;Canada;CA;North America;8657;IN;2003-12-13 00:00:00.000;2003;12;13;1963-12-28 00:00:00.000;58;S;75001-100000;F;4;Partial College;Professional;1;2
24,27;0;21581;Canada;CA;North America;19785;IN;2003-08-10 00:00:00.000;2003;8;10;1963-07-14 00:00:00.000;58;M;75001-100000;F;4;Partial College;Professional;1;2
69,97;0;21591;Southwest;US;North America;12666;IN;2004-06-24 00:00:00.000;2004;6;24;1970-09-26 00:00:00.000;51;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
23,97;0;21592;Northwest;US;North America;9125;IN;2004-04-29 00:00:00.000;2004;4;29;1970-03-21 00:00:00.000;51;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
14,98;0;21612;Northwest;US;North America;13163;IN;2004-01-16 00:00:00.000;2004;1;16;1967-06-24 00:00:00.000;54;S;25001-50000;M;0;Bachelors ;Professional;0;1
68,97;0;21616;Northwest;US;North America;13236;IN;2003-10-19 00:00:00.000;2003;10;19;1966-11-06 00:00:00.000;55;M;50001-75000;M;0;Graduate Degree;Professional;1;0
14,98;0;21617;Northwest;US;North America;11088;IN;2004-07-23 00:00:00.000;2004;7;23;1966-02-27 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Professional;0;0
9,99;0;21623;Northwest;US;North America;5614;IN;2004-06-19 00:00:00.000;2004;6;19;1969-05-23 00:00:00.000;52;M;50001-75000;M;5;Graduate Degree;Professional;1;2
49,97;0;21624;Northwest;US;North America;7805;IN;2003-11-11 00:00:00.000;2003;11;11;1969-01-17 00:00:00.000;52;S;50001-75000;F;5;Graduate Degree;Professional;1;2
68,97;0;21625;Northwest;US;North America;11114;IN;2004-02-12 00:00:00.000;2004;2;12;1969-08-27 00:00:00.000;52;M;50001-75000;F;5;Graduate Degree;Professional;1;2
134,98;0;21626;Northwest;US;North America;11730;IN;2004-03-14 00:00:00.000;2004;3;14;1969-10-25 00:00:00.000;52;M;50001-75000;F;5;Graduate Degree;Professional;1;2
17,27;0;21627;Southwest;US;North America;9562;IN;2003-12-27 00:00:00.000;2003;12;27;1969-03-16 00:00:00.000;52;M;50001-75000;F;5;Graduate Degree;Professional;1;2
77,96;0;21628;Northwest;US;North America;12106;IN;2004-03-08 00:00:00.000;2004;3;8;1965-08-21 00:00:00.000;56;S;25001-50000;F;0;Bachelors ;Professional;0;1
14,98;0;21630;Northwest;US;North America;7814;IN;2003-08-17 00:00:00.000;2003;8;17;1965-03-09 00:00:00.000;56;M;25001-50000;F;3;Bachelors ;Skilled Manual;1;2
7,28;0;21631;Canada;CA;North America;15780;IN;2004-01-15 00:00:00.000;2004;1;15;1965-04-19 00:00:00.000;56;M;25001-50000;M;3;Bachelors ;Skilled Manual;1;3
14,98;0;21632;Southwest;US;North America;12942;IN;2003-10-11 00:00:00.000;2003;10;11;1965-09-06 00:00:00.000;56;M;25001-50000;F;3;Bachelors ;Skilled Manual;1;3
64,98;0;21633;Northwest;US;North America;6324;IN;2003-09-24 00:00:00.000;2003;9;24;1965-07-17 00:00:00.000;56;M;25001-50000;M;3;Bachelors ;Skilled Manual;1;3
49,97;0;21634;Northwest;US;North America;9214;IN;2004-03-22 00:00:00.000;2004;3;22;1965-05-25 00:00:00.000;56;M;25001-50000;F;3;Bachelors ;Skilled Manual;1;3
73,96;0;21635;Southwest;US;North America;18081;IN;2003-12-23 00:00:00.000;2003;12;23;1965-03-20 00:00:00.000;56;M;25001-50000;M;3;Bachelors ;Skilled Manual;1;3
14,98;0;21636;Southwest;US;North America;2930;IN;2004-01-26 00:00:00.000;2004;1;26;1965-10-19 00:00:00.000;56;M;25001-50000;F;3;Bachelors ;Skilled Manual;1;3
9,99;0;21639;Northwest;US;North America;18607;IN;2004-02-12 00:00:00.000;2004;2;12;1964-03-26 00:00:00.000;57;M;50001-75000;M;4;Bachelors ;Skilled Manual;1;3
123,96;0;21640;Southwest;US;North America;14670;IN;2004-01-21 00:00:00.000;2004;1;21;1964-04-07 00:00:00.000;57;M;50001-75000;M;5;Bachelors ;Skilled Manual;0;3
56,97;0;21656;Canada;CA;North America;13066;IN;2004-02-17 00:00:00.000;2004;2;17;1963-06-24 00:00:00.000;58;M;50001-75000;F;4;Bachelors ;Professional;1;3
14,98;0;21657;Northwest;US;North America;10236;IN;2003-10-24 00:00:00.000;2003;10;24;1963-03-07 00:00:00.000;58;S;50001-75000;F;0;Bachelors ;Professional;0;1
58,98;0;21661;Germany;DE;Europe;17242;IN;2003-12-29 00:00:00.000;2003;12;29;1978-08-18 00:00:00.000;43;S;25001-50000;M;0;High School;Manual;0;1
21,49;0;21662;France;FR;Europe;18773;IN;2003-10-24 00:00:00.000;2003;10;24;1972-06-01 00:00:00.000;49;S;0-25000;M;0;Partial High School;Manual;1;2
39,98;0;21663;Germany;DE;Europe;2624;IN;2004-02-20 00:00:00.000;2004;2;20;1972-08-16 00:00:00.000;49;S;0-25000;M;0;Partial High School;Manual;0;2
60,47;0;21664;France;FR;Europe;13189;IN;2004-05-06 00:00:00.000;2004;5;6;1972-02-27 00:00:00.000;49;S;0-25000;M;0;Partial High School;Manual;1;2
147,77;0;21670;France;FR;Europe;6744;IN;2004-03-14 00:00:00.000;2004;3;14;1972-04-06 00:00:00.000;49;S;0-25000;M;0;Partial High School;Manual;1;2
4,99;0;21674;Germany;DE;Europe;8991;IN;2004-04-30 00:00:00.000;2004;4;30;1971-03-21 00:00:00.000;50;M;0-25000;F;0;Partial High School;Manual;0;2
99,96;0;21675;France;FR;Europe;3166;IN;2004-07-18 00:00:00.000;2004;7;18;1971-02-10 00:00:00.000;50;S;0-25000;F;0;Partial High School;Manual;0;2
23,78;0;21676;France;FR;Europe;17518;IN;2004-06-30 00:00:00.000;2004;6;30;1971-07-08 00:00:00.000;50;S;0-25000;F;0;Partial High School;Manual;1;2
21,49;0;21677;France;FR;Europe;4086;IN;2004-05-01 00:00:00.000;2004;5;1;1971-11-25 00:00:00.000;50;S;0-25000;M;0;Partial High School;Manual;0;2
42,93;0;21678;United Kingdom;GB;Europe;4903;IN;2003-09-10 00:00:00.000;2003;9;10;1971-07-12 00:00:00.000;50;S;0-25000;M;0;Partial High School;Manual;0;2
48,97;0;21680;Germany;DE;Europe;15599;IN;2003-09-07 00:00:00.000;2003;9;7;1971-05-27 00:00:00.000;50;S;25001-50000;M;0;High School;Manual;0;1
7,28;0;21682;United Kingdom;GB;Europe;16360;IN;2004-04-07 00:00:00.000;2004;4;7;1971-09-06 00:00:00.000;50;S;25001-50000;F;2;Partial College;Clerical;1;2
60,47;0;21684;France;FR;Europe;8073;IN;2004-02-12 00:00:00.000;2004;2;12;1917-10-15 00:00:00.000;104;M;0-25000;F;4;Partial High School;Manual;1;2
9,99;0;21686;Southwest;US;North America;14934;IN;2004-01-20 00:00:00.000;2004;1;20;1974-09-17 00:00:00.000;47;M;25001-50000;M;3;Partial College;Clerical;0;2
23,97;0;21687;Southwest;US;North America;12461;IN;2004-04-21 00:00:00.000;2004;4;21;1974-01-11 00:00:00.000;47;S;25001-50000;F;0;Graduate Degree;Skilled Manual;0;0
14,98;0;21688;Southwest;US;North America;15307;IN;2003-09-13 00:00:00.000;2003;9;13;1930-12-17 00:00:00.000;91;S;50001-75000;M;5;Graduate Degree;Skilled Manual;1;0
14,98;0;21689;Northwest;US;North America;19363;IN;2004-05-16 00:00:00.000;2004;5;16;1931-02-04 00:00:00.000;90;M;25001-50000;F;1;Graduate Degree;Skilled Manual;1;1
93,97;0;21690;Canada;CA;North America;12377;IN;2003-10-20 00:00:00.000;2003;10;20;1966-07-27 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;0;0
39,98;0;21691;Canada;CA;North America;18361;IN;2003-11-01 00:00:00.000;2003;11;1;1966-09-02 00:00:00.000;55;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
14,98;0;21692;Northwest;US;North America;8627;IN;2004-01-13 00:00:00.000;2004;1;13;1966-11-06 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;0;0
44,98;0;21693;Southwest;US;North America;11535;IN;2003-12-02 00:00:00.000;2003;12;2;1966-07-28 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;0;0
49,97;0;21694;Southwest;US;North America;16001;IN;2004-03-17 00:00:00.000;2004;3;17;1966-06-21 00:00:00.000;55;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
68,97;0;21696;Northwest;US;North America;3323;IN;2004-07-01 00:00:00.000;2004;7;1;1953-05-14 00:00:00.000;68;M;0-25000;F;2;High School;Manual;0;2
14,98;0;21697;Southwest;US;North America;13461;IN;2004-04-23 00:00:00.000;2004;4;23;1953-10-19 00:00:00.000;68;M;0-25000;M;2;High School;Manual;1;2
14,98;0;21698;Southwest;US;North America;16410;IN;2003-09-18 00:00:00.000;2003;9;18;1953-07-18 00:00:00.000;68;M;0-25000;F;2;High School;Manual;0;2
77,92;0;21701;Northwest;US;North America;3949;IN;2003-12-10 00:00:00.000;2003;12;10;1955-07-08 00:00:00.000;66;M;25001-50000;F;1;High School;Clerical;1;2
91,94;0;21702;Canada;CA;North America;7795;IN;2003-09-13 00:00:00.000;2003;9;13;1955-02-06 00:00:00.000;66;M;25001-50000;F;2;High School;Clerical;0;2
43,96;0;21703;Canada;CA;North America;8773;IN;2004-03-04 00:00:00.000;2004;3;4;1955-09-11 00:00:00.000;66;M;25001-50000;F;2;High School;Clerical;0;2
